member_id,interest_rate_clean,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
62635293,13.99,10+ years,Source Verified,01/08/2015,Current,debt_consolidation,567.59,0
10617464,10.99,10+ years,Verified,01/12/2013,Current,debt_consolidation,28635.83,0
8744358,18.55,4 years,Not Verified,01/10/2013,Current,home_improvement,4499.89,0
1616321,21,10+ years,Verified,01/07/2012,Fully Paid,debt_consolidation,31880.44901,0
60144295,12.29,,Verified,01/09/2015,Current,debt_consolidation,1975.6,0
60857363,13.33,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,3959.61,0
48054019,12.29,10+ years,Source Verified,01/04/2015,Late (16-30 days),other,5309.17,0
49292372,13.33,8 years,Source Verified,01/04/2015,Current,debt_consolidation,4547.98,0
59730836,12.69,4 years,Verified,01/07/2015,Current,debt_consolidation,1663.15,0
42083802,12.99,10+ years,Verified,01/01/2015,Current,debt_consolidation,9528.9,0
21259880,20.99,< 1 year,Verified,01/07/2014,Current,debt_consolidation,7494.96,0
23303816,8.39,10+ years,Not Verified,01/07/2014,Current,credit_card,4538.52,0
63187568,19.19,6 years,Not Verified,01/08/2015,Current,debt_consolidation,1546.73,0
17351876,10.99,10+ years,Source Verified,01/05/2014,Fully Paid,credit_card,5408.14,0
34611832,12.99,6 years,Verified,01/10/2014,Fully Paid,debt_consolidation,7732.57,0
648878,9.88,< 1 year,Verified,01/05/2010,Fully Paid,debt_consolidation,18550.49,0
10848489,14.47,6 years,Not Verified,01/12/2013,Current,credit_card,3440.75,0
46953244,12.29,6 years,Source Verified,01/04/2015,Current,credit_card,7148.88,0
40473775,24.5,2 years,Source Verified,01/01/2015,Current,debt_consolidation,8649.7,0
15088149,11.99,2 years,Verified,01/04/2014,Charged Off,major_purchase,4471.88,2985.71
37667676,11.99,10+ years,Not Verified,01/11/2014,Fully Paid,other,8282.97,0
63426563,19.99,3 years,Source Verified,01/09/2015,Current,debt_consolidation,3669.53,0
3607248,14.47,10+ years,Source Verified,01/01/2014,Current,debt_consolidation,2658.45,0
13609978,25.83,8 years,Source Verified,01/02/2014,Fully Paid,home_improvement,22530.73,0
48842214,7.89,10+ years,Not Verified,01/04/2015,Fully Paid,debt_consolidation,12302.61,0
32248894,13.35,9 years,Verified,01/10/2014,Current,credit_card,5406.17,0
64698249,7.26,10+ years,Source Verified,01/09/2015,Current,credit_card,277.76,0
65487526,9.99,10+ years,Source Verified,01/10/2015,Current,credit_card,1443.5,0
1492586,12.12,7 years,Verified,01/05/2012,Fully Paid,credit_card,39221.58024,0
27910091,7.69,2 years,Not Verified,01/08/2014,Current,credit_card,9522.88,0
68539539,14.33,8 years,Verified,01/11/2015,Current,debt_consolidation,2375.82,0
33960277,12.99,10+ years,Verified,01/11/2014,Current,debt_consolidation,10676.51,0
36054787,9.49,10+ years,Source Verified,01/12/2014,Current,credit_card,5322.86,0
32108509,7.12,10+ years,Verified,01/10/2014,Current,debt_consolidation,6944.87,0
21320204,9.17,10+ years,Not Verified,01/06/2014,Current,debt_consolidation,8479.89,0
57915921,20.99,10+ years,Verified,01/07/2015,Current,debt_consolidation,2104.11,0
26697624,12.49,5 years,Not Verified,01/08/2014,Current,debt_consolidation,8529.58,0
54906328,9.99,10+ years,Source Verified,01/06/2015,Current,debt_consolidation,1126.46,0
59613145,12.29,4 years,Not Verified,01/07/2015,Current,credit_card,1468.84,0
58479792,17.57,2 years,Source Verified,01/07/2015,Current,credit_card,3114.4,0
55599605,13.33,9 years,Not Verified,01/07/2015,Current,debt_consolidation,3238.05,0
1423269,10.74,8 years,Not Verified,01/03/2012,Fully Paid,credit_card,21131.62077,0
46467731,13.33,10+ years,Source Verified,01/04/2015,Fully Paid,debt_consolidation,5686.43,0
917700,7.29,7 years,Source Verified,01/04/2011,Fully Paid,car,3342.99,0
70710287,11.22,,Source Verified,01/12/2015,Current,debt_consolidation,379.16,0
18313903,13.35,9 years,Verified,01/05/2014,Current,debt_consolidation,8982.57,0
71176731,16.55,10+ years,Verified,01/12/2015,Current,credit_card,0,0
42345145,6.99,4 years,Source Verified,01/02/2015,Current,debt_consolidation,3392.15,0
64844808,10.99,10+ years,Source Verified,01/10/2015,Current,credit_card,1983.76,0
67496296,13.99,< 1 year,Not Verified,01/10/2015,Current,debt_consolidation,883.36,0
28671440,10.99,10+ years,Verified,01/09/2014,Current,home_improvement,6284.96,0
7222545,9.71,10+ years,Verified,01/07/2013,Charged Off,debt_consolidation,3006.58,0
1566444,8.9,5 years,Not Verified,01/06/2012,Fully Paid,debt_consolidation,7855.481228,0
5339296,13.11,< 1 year,Not Verified,01/04/2013,Current,credit_card,16704.93,0
8105748,18.85,3 years,Verified,01/08/2013,Current,debt_consolidation,31823.15,0
35112816,16.99,2 years,Verified,01/10/2014,Current,debt_consolidation,6938.42,0
69771617,10.64,10+ years,Source Verified,01/12/2015,Current,credit_card,219.7,0
62453909,12.29,10+ years,Source Verified,01/08/2015,Current,credit_card,1555.98,0
15589431,18.25,9 years,Source Verified,01/04/2014,Current,debt_consolidation,5500.6,0
7411081,10.64,< 1 year,Not Verified,01/08/2013,Charged Off,debt_consolidation,8327.13,0
1390542,13.11,1 year,Not Verified,01/06/2013,Fully Paid,home_improvement,2833.200585,0
13338931,16.24,,Verified,01/02/2014,Fully Paid,debt_consolidation,1938.07,0
43367394,11.44,10+ years,Not Verified,01/02/2015,Current,credit_card,4124.46,0
691141,16.45,< 1 year,Not Verified,01/06/2010,Fully Paid,debt_consolidation,5113.08,0
71015112,7.89,10+ years,Not Verified,01/12/2015,Current,major_purchase,626.48,0
37396373,12.39,8 years,Verified,01/11/2014,Current,debt_consolidation,10972.63,0
42553124,15.99,8 years,Verified,01/01/2015,Current,debt_consolidation,9505.63,0
5397893,10.16,3 years,Not Verified,01/04/2013,Current,debt_consolidation,13234.65,0
22992552,14.49,6 years,Verified,01/07/2014,Current,debt_consolidation,6195.06,0
22741471,11.67,< 1 year,Source Verified,01/07/2014,Fully Paid,debt_consolidation,22489.22,0
61556941,12.29,10+ years,Verified,01/08/2015,Current,debt_consolidation,3986.01,0
60797315,7.26,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,695.63,0
15077739,21.99,10+ years,Source Verified,01/03/2014,Late (31-120 days),debt_consolidation,10603.6,0
4721358,14.33,4 years,Not Verified,01/05/2013,Current,debt_consolidation,10988.3,0
41319959,12.39,< 1 year,Verified,01/01/2015,Current,debt_consolidation,8169.64,0
21278657,15.61,10+ years,Verified,01/06/2014,Current,debt_consolidation,10307.69,0
9637161,15.61,10+ years,Source Verified,01/10/2013,Current,credit_card,5454.18,0
59680868,19.19,10+ years,Verified,01/07/2015,Current,home_improvement,1889.01,0
71176032,7.26,6 years,Not Verified,01/12/2015,Current,other,152.97,0
52981990,17.57,10+ years,Source Verified,01/05/2015,Current,credit_card,3361.45,0
5338629,7.62,5 years,Verified,01/02/2014,Fully Paid,credit_card,15535.74828,0
58692238,9.99,1 year,Source Verified,01/07/2015,Current,debt_consolidation,1607.6,0
44007945,12.69,< 1 year,Not Verified,01/03/2015,Current,debt_consolidation,5010.65,0
7838004,18.25,< 1 year,Source Verified,01/07/2013,Late (31-120 days),wedding,10919.58,0
33689302,14.49,9 years,Source Verified,01/10/2014,Current,debt_consolidation,2577.33,0
22641903,13.98,10+ years,Not Verified,01/07/2014,Current,debt_consolidation,4305.24,0
6327039,19.52,< 1 year,Not Verified,01/08/2013,Current,debt_consolidation,6424.08,0
49904455,8.18,2 years,Verified,01/05/2015,Current,credit_card,4473.34,0
44173988,9.99,10+ years,Not Verified,01/02/2015,Current,credit_card,3220.75,0
49514994,6.92,10+ years,Not Verified,01/04/2015,Fully Paid,debt_consolidation,7218.45,0
30675456,13.98,,Verified,01/10/2014,Current,debt_consolidation,3582.26,0
46304209,12.69,,Source Verified,01/03/2015,Current,home_improvement,2008.47,0
266072,18.29,3 years,Not Verified,01/03/2008,Does not meet the,other,8565.93,290.7
45460923,18.25,4 years,Source Verified,01/03/2015,Current,debt_consolidation,3814.29,0
41351328,6.99,8 years,Source Verified,01/01/2015,Current,debt_consolidation,10362.41,0
67688302,11.53,8 years,Verified,01/10/2015,Current,debt_consolidation,1811.59,0
70340122,13.18,10+ years,Source Verified,01/11/2015,Current,debt_consolidation,198.3,0
62089503,12.29,3 years,Source Verified,01/08/2015,Current,debt_consolidation,530.95,0
6566996,13.11,3 years,Not Verified,01/05/2013,Fully Paid,debt_consolidation,9774.14,0
10057878,12.99,10+ years,Not Verified,01/11/2013,Current,credit_card,7882.02,0
65490846,10.99,5 years,Not Verified,01/10/2015,Current,debt_consolidation,969.05,0
12628792,12.85,3 years,Not Verified,01/01/2014,Current,house,4639.91,0
46962846,12.69,3 years,Source Verified,01/03/2015,Current,debt_consolidation,903.64,0
41322250,10.49,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,9720.26,0
19385962,12.49,2 years,Source Verified,01/05/2014,Fully Paid,debt_consolidation,13846.41,0
52185091,9.99,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,2356.96,0
56258773,17.86,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,1539.32,0
7422012,15.22,7 years,Verified,01/07/2013,Late (31-120 days),debt_consolidation,15595.3,0
34621361,12.49,10+ years,Source Verified,01/10/2014,Current,debt_consolidation,701.48,0
58719349,12.29,2 years,Not Verified,01/07/2015,Current,debt_consolidation,1595.52,0
1846700,6.62,10+ years,Not Verified,01/10/2012,Fully Paid,credit_card,11051.9344,0
25506282,7.69,6 years,Not Verified,01/07/2014,Current,credit_card,2121.26,0
8715802,16.2,7 years,Not Verified,01/09/2013,Fully Paid,credit_card,14743.9385,0
58882592,16.99,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,2617.3,0
57926252,12.29,2 years,Not Verified,01/07/2015,Current,home_improvement,2687.44,0
41271414,10.49,9 years,Source Verified,01/01/2015,Current,debt_consolidation,3080.45,0
63505271,7.89,5 years,Not Verified,01/08/2015,Current,credit_card,1931,0
6917431,11.14,10+ years,Verified,01/06/2013,Current,debt_consolidation,24406.19,0
12629284,17.57,2 years,Not Verified,01/01/2014,Fully Paid,credit_card,11590.91,0
41442440,11.44,10+ years,Verified,01/01/2015,Current,credit_card,9868.39,0
35382758,18.24,3 years,Verified,01/10/2014,Current,vacation,5092.36,0
44007352,5.93,2 years,Verified,01/03/2015,Fully Paid,debt_consolidation,25660.22,0
41321961,18.54,10+ years,Verified,01/01/2015,Current,debt_consolidation,10698.96,0
1216052,15.96,< 1 year,Source Verified,01/10/2011,Charged Off,debt_consolidation,2668.44,1102.92
67752964,18.25,10+ years,Verified,01/11/2015,Current,home_improvement,157.41,0
8089382,19.52,< 1 year,Not Verified,01/08/2013,Current,debt_consolidation,7116.96,0
65811918,13.33,4 years,Source Verified,01/10/2015,Current,home_improvement,1994.18,0
46875834,20.49,10+ years,Verified,01/04/2015,Current,credit_card,7948.32,0
60607827,6.24,9 years,Not Verified,01/08/2015,Current,debt_consolidation,1519.62,0
63068357,17.57,3 years,Source Verified,01/09/2015,Current,debt_consolidation,2960.67,0
57445504,19.19,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,2107.86,0
59689560,12.69,10+ years,Not Verified,01/07/2015,Current,medical,1496.86,0
31255938,16.99,10+ years,Verified,01/10/2014,Current,debt_consolidation,13044.9,0
53262974,7.26,4 years,Not Verified,01/05/2015,Current,credit_card,2688.82,0
3177609,17.77,< 1 year,Verified,01/01/2013,Current,home_improvement,27284.18,0
46395946,7.89,< 1 year,Verified,01/03/2015,Current,debt_consolidation,9824.32,0
16650428,7.9,10+ years,Verified,01/04/2014,Current,credit_card,13517.4,0
59789268,11.53,1 year,Source Verified,01/07/2015,Current,debt_consolidation,1314.53,0
11067266,15.61,5 years,Source Verified,01/12/2013,Current,debt_consolidation,7834.87,0
5490869,7.9,10+ years,Not Verified,01/04/2013,Fully Paid,home_improvement,15556.17,0
10439675,17.1,10+ years,Source Verified,01/11/2013,Current,debt_consolidation,5940.79,0
15180307,15.31,6 years,Source Verified,01/03/2014,Current,credit_card,3655.89,0
63395334,12.29,2 years,Not Verified,01/09/2015,Current,debt_consolidation,1317.05,0
68508251,15.41,< 1 year,Source Verified,01/11/2015,Current,other,82.65,0
2709019,13.11,4 years,Source Verified,01/12/2012,Current,other,4219.15,0
61494874,11.53,3 years,Verified,01/08/2015,Current,debt_consolidation,818.39,0
42894638,19.24,2 years,Verified,01/01/2015,Current,home_improvement,5722.27,0
18203326,20.2,10+ years,Verified,01/05/2014,Current,debt_consolidation,5990.32,0
1672933,12.12,< 1 year,Verified,01/08/2012,Fully Paid,debt_consolidation,32836.09385,0
72015848,17.57,< 1 year,Source Verified,01/12/2015,Current,debt_consolidation,0,0
66822159,12.29,3 years,Source Verified,01/10/2015,Current,debt_consolidation,3992.16,0
811152,5.79,< 1 year,Not Verified,01/12/2010,Fully Paid,other,5449.1,0
48832252,13.33,9 years,Source Verified,01/04/2015,Current,credit_card,5941.87,0
34451335,19.52,10+ years,Source Verified,01/10/2014,Current,credit_card,9152.55,0
72969914,11.99,10+ years,Source Verified,01/12/2015,Issued,debt_consolidation,0,0
47064228,12.29,4 years,Not Verified,01/03/2015,Current,debt_consolidation,3593.97,0
56277998,7.89,3 years,Not Verified,01/06/2015,Current,debt_consolidation,655.7,0
43285378,11.99,4 years,Not Verified,01/01/2015,Fully Paid,credit_card,7848.95,0
9317027,10.99,,Verified,01/10/2013,Fully Paid,debt_consolidation,16762.13263,0
9338567,15.61,3 years,Verified,01/10/2013,Fully Paid,home_improvement,30450.35215,0
14510124,11.99,4 years,Source Verified,01/03/2014,Fully Paid,debt_consolidation,16443.82,0
55761077,18.55,1 year,Not Verified,01/06/2015,Current,debt_consolidation,546.09,0
4596641,17.27,8 years,Verified,01/03/2013,In Grace Period,debt_consolidation,36315.18,0
43455265,19.99,10+ years,Not Verified,01/01/2015,Current,debt_consolidation,3737.36,0
64872863,7.89,10+ years,Not Verified,01/09/2015,Current,debt_consolidation,1523.69,0
10437901,14.3,10+ years,Verified,01/11/2013,Fully Paid,debt_consolidation,39773.37611,0
43835561,14.65,3 years,Not Verified,01/02/2015,Current,credit_card,4528.92,0
37116611,9.49,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,11183.58,0
32258284,13.35,9 years,Not Verified,01/10/2014,Current,debt_consolidation,4269.68,0
64935258,7.26,10+ years,Verified,01/10/2015,Current,debt_consolidation,2581.11,0
65572462,12.69,10+ years,Not Verified,01/10/2015,Current,credit_card,1584.54,0
11934635,15.61,6 years,Source Verified,01/01/2014,Current,debt_consolidation,5786.88,0
57895367,6.24,9 years,Not Verified,01/07/2015,Current,home_improvement,585.09,0
12530179,15.61,10+ years,Verified,01/01/2014,Current,debt_consolidation,11368.53,0
49812281,23.99,10+ years,Verified,01/04/2015,Charged Off,debt_consolidation,1822.32,0
14618051,15.31,10+ years,Source Verified,01/03/2014,Fully Paid,debt_consolidation,29357.89,0
71187655,12.59,10+ years,Source Verified,01/12/2015,Current,credit_card,114.79,0
51320815,17.57,5 years,Source Verified,01/05/2015,Current,debt_consolidation,2904.49,0
44737437,13.33,7 years,Verified,01/03/2015,Current,debt_consolidation,4996.32,0
72140947,9.76,,Not Verified,01/12/2015,Current,credit_card,253.23,0
9098558,23.7,10+ years,Verified,01/10/2013,Current,credit_card,23161.41,0
63536728,16.55,10+ years,Verified,01/09/2015,Current,debt_consolidation,2040.76,0
43335318,12.99,,Verified,01/01/2015,Fully Paid,debt_consolidation,4158.77,0
53642218,7.26,3 years,Source Verified,01/06/2015,Current,debt_consolidation,1750.34,0
43347398,7.49,10+ years,Source Verified,01/02/2015,Current,debt_consolidation,8190.87,0
5810346,16.29,10+ years,Verified,01/05/2013,Fully Paid,credit_card,40246.21996,0
59043362,12.69,8 years,Verified,01/07/2015,Current,debt_consolidation,1943.68,0
897070,14.91,8 years,Verified,01/03/2011,Fully Paid,major_purchase,24554.14,0
26467779,14.99,10+ years,Not Verified,01/08/2014,Current,debt_consolidation,5656.75,0
934019,10.37,3 years,Verified,01/04/2011,Fully Paid,home_improvement,40873.88584,0
72399546,13.18,10+ years,Not Verified,01/12/2015,Current,debt_consolidation,0,0
1656454,18.25,7 years,Source Verified,01/07/2013,Fully Paid,home_improvement,5620.973129,0
15470409,15.31,< 1 year,Source Verified,01/04/2014,Current,home_improvement,4387.11,0
53012585,19.99,10+ years,Source Verified,01/06/2015,Current,debt_consolidation,2594.18,0
60897205,11.53,6 years,Not Verified,01/08/2015,Current,major_purchase,2359.08,0
45241629,18.25,10+ years,Verified,01/03/2015,Charged Off,credit_card,4432.21,0
9638868,8.19,10+ years,Source Verified,01/11/2014,Current,credit_card,6343.74,0
9887882,23.7,4 years,Verified,01/11/2013,Current,moving,12635,0
7107858,12.35,2 years,Not Verified,01/09/2013,Fully Paid,credit_card,17469.30262,0
38859659,6.03,1 year,Source Verified,01/11/2014,Fully Paid,debt_consolidation,26148.77,0
58661604,17.57,4 years,Source Verified,01/07/2015,Current,debt_consolidation,2210.78,0
7638455,9.71,1 year,Verified,01/07/2013,Fully Paid,debt_consolidation,11351.62,0
29573121,13.98,6 years,Not Verified,01/09/2014,Fully Paid,other,4665.51,0
63149539,13.33,10+ years,Not Verified,01/09/2015,Current,debt_consolidation,1109.61,0
49372635,24.5,10+ years,Source Verified,01/04/2015,Current,debt_consolidation,3971.85,0
1888572,15.31,1 year,Verified,01/10/2012,Fully Paid,credit_card,12207.40909,0
32097634,9.17,5 years,Source Verified,01/10/2014,Current,debt_consolidation,3825.6,0
1014566,11.99,10+ years,Not Verified,01/07/2011,Fully Paid,renewable_energy,11357.15186,0
45240349,6.92,2 years,Source Verified,01/03/2015,Current,debt_consolidation,3076.41,0
6517911,13.05,8 years,Verified,01/09/2013,Fully Paid,debt_consolidation,35319.38,0
8132855,7.12,4 years,Source Verified,01/05/2014,Fully Paid,major_purchase,29348.14,0
39142290,21.99,< 1 year,Verified,01/12/2014,Default,small_business,6899.18,0
8430959,13.68,10+ years,Not Verified,01/09/2013,Current,other,17289.32,0
68488169,13.18,1 year,Source Verified,01/11/2015,Current,debt_consolidation,267.33,0
67529966,9.99,1 year,Source Verified,01/10/2015,Current,credit_card,191.92,0
9900048,15.61,10+ years,Verified,01/10/2013,Current,debt_consolidation,6660.88,0
1872601,6.62,6 years,Source Verified,01/10/2012,Fully Paid,credit_card,10534.74,0
42525613,6.49,10+ years,Source Verified,01/02/2015,Current,credit_card,7172.35,0
65448804,8.18,10+ years,Source Verified,01/10/2015,Current,home_improvement,278.69,0
53975501,10.99,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,4799.12,0
